Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Poland,Ekstraklasa,2017/2018,19/11/2017,14:30,Slask Wroclaw,Arka Gdynia,1,2,A,2.04,3.38,4.19,2.14,3.38,4.19,2,3.25,3.82
Poland,Ekstraklasa,2017/2018,19/11/2017,17:00,Legia,Gornik Z.,1,0,H,1.61,4.36,5.66,1.71,4.36,6,1.61,3.93,5.23
Poland,Ekstraklasa,2017/2018,20/11/2017,17:00,Zaglebie,Korona Kielce,0,0,D,2.34,3.57,3.16,2.36,3.57,3.17,2.27,3.37,3.01
Poland,Ekstraklasa,2017/2018,24/11/2017,17:00,Cracovia,Lechia Gdansk,2,1,H,3.1,3.36,2.47,3.13,3.36,2.55,2.92,3.19,2.41
Poland,Ekstraklasa,2017/2018,24/11/2017,19:30,Gornik Z.,Jagiellonia,3,1,H,2.53,3.52,2.89,2.57,3.52,2.95,2.44,3.33,2.79
Poland,Ekstraklasa,2017/2018,25/11/2017,15:00,Pogon Szczecin,Piast Gliwice,2,2,D,1.84,3.51,5.09,1.9,3.6,5.09,1.83,3.4,4.38
Poland,Ekstraklasa,2017/2018,25/11/2017,17:00,Arka Gdynia,Sandecja Nowy S.,5,0,H,2.04,3.33,4.26,2.07,3.4,4.48,1.96,3.28,3.95
Poland,Ekstraklasa,2017/2018,25/11/2017,19:30,Korona Kielce,Legia,3,2,H,3.21,3.47,2.35,3.3,3.48,2.41,3.07,3.29,2.27
Poland,Ekstraklasa,2017/2018,26/11/2017,14:30,Lech Poznan,Wisla Plock,2,1,H,1.49,4.26,8.46,1.53,4.32,8.8,1.47,4.02,7.12
Poland,Ekstraklasa,2017/2018,26/11/2017,17:00,Slask Wroclaw,Zaglebie,1,0,H,3.22,3.5,2.33,3.22,3.5,2.5,2.91,3.34,2.34
Poland,Ekstraklasa,2017/2018,27/11/2017,17:00,Termalica B-B.,Wisla,3,3,D,3.05,3.28,2.55,3.15,3.32,2.55,2.92,3.19,2.41
Poland,Ekstraklasa,2017/2018,01/12/2017,17:00,Jagiellonia,Pogon Szczecin,1,0,H,2.04,3.51,4.02,2.12,3.56,4.1,2.03,3.33,3.63
Poland,Ekstraklasa,2017/2018,01/12/2017,19:30,Lechia Gdansk,Slask Wroclaw,3,1,H,1.82,3.74,4.82,1.93,3.74,5,1.81,3.56,4.29
Poland,Ekstraklasa,2017/2018,02/12/2017,14:30,Wisla Plock,Arka Gdynia,2,0,H,2.3,3.28,3.49,2.34,3.32,3.49,2.23,3.21,3.26
Poland,Ekstraklasa,2017/2018,02/12/2017,17:00,Zaglebie,Termalica B-B.,4,2,H,2.07,3.61,3.76,2.07,3.62,4.4,1.91,3.42,3.99
Poland,Ekstraklasa,2017/2018,02/12/2017,19:30,Sandecja Nowy S.,Legia,2,2,D,5.94,3.81,1.68,6,3.94,1.78,5.18,3.63,1.68
Poland,Ekstraklasa,2017/2018,03/12/2017,14:30,Piast Gliwice,Lech Poznan,0,0,D,3.9,3.47,2.08,4.3,3.54,2.08,3.92,3.34,1.95
Poland,Ekstraklasa,2017/2018,03/12/2017,17:00,Wisla,Gornik Z.,2,3,A,2.44,3.56,2.99,2.51,3.56,3.28,2.34,3.36,2.93
Poland,Ekstraklasa,2017/2018,04/12/2017,17:00,Cracovia,Korona Kielce,2,2,D,3.25,3.39,2.37,3.25,3.42,2.45,3.01,3.26,2.33
Poland,Ekstraklasa,2017/2018,08/12/2017,17:00,Sandecja Nowy S.,Jagiellonia,0,1,A,3.41,3.12,2.43,3.55,3.29,2.43,3.24,3.11,2.29
Poland,Ekstraklasa,2017/2018,08/12/2017,19:30,Gornik Z.,Lechia Gdansk,1,1,D,2.4,3.66,2.99,2.43,3.66,3.1,2.31,3.42,2.91
Poland,Ekstraklasa,2017/2018,09/12/2017,14:30,Slask Wroclaw,Piast Gliwice,2,2,D,1.95,3.57,4.31,1.96,3.68,4.58,1.86,3.5,4.11
Poland,Ekstraklasa,2017/2018,09/12/2017,17:00,Korona Kielce,Arka Gdynia,0,3,A,1.91,3.67,4.35,1.95,3.68,4.4,1.88,3.5,4
Poland,Ekstraklasa,2017/2018,09/12/2017,19:30,Legia,Termalica B-B.,3,0,H,1.45,5.01,7.23,1.47,5.01,7.84,1.43,4.54,6.76
Poland,Ekstraklasa,2017/2018,10/12/2017,14:30,Pogon Szczecin,Zaglebie,3,3,D,2.01,3.51,4.12,2.2,3.51,4.15,2.07,3.31,3.55
Poland,Ekstraklasa,2017/2018,10/12/2017,14:30,Wisla,Wisla Plock,0,1,A,2.05,3.57,3.89,2.09,3.58,3.89,2.03,3.38,3.57
Poland,Ekstraklasa,2017/2018,10/12/2017,17:00,Lech Poznan,Cracovia,1,0,H,1.51,4.37,7.6,1.55,4.37,8,1.48,4.1,6.8
Poland,Ekstraklasa,2017/2018,12/12/2017,17:00,Jagiellonia,Korona Kielce,5,1,H,2.09,3.45,3.9,2.09,3.48,4.01,2.01,3.34,3.69
Poland,Ekstraklasa,2017/2018,12/12/2017,17:00,Piast Gliwice,Legia,0,1,A,4.78,3.72,1.83,4.95,3.8,1.92,4.43,3.52,1.8
Poland,Ekstraklasa,2017/2018,12/12/2017,19:30,Arka Gdynia,Gornik Z.,1,0,H,2.4,3.5,3.1,2.41,3.54,3.1,2.31,3.35,2.96
Poland,Ekstraklasa,2017/2018,12/12/2017,19:30,Termalica B-B.,Slask Wroclaw,2,1,H,2.5,3.54,2.92,2.5,3.54,3.1,2.38,3.3,2.9
Poland,Ekstraklasa,2017/2018,13/12/2017,17:00,Lechia Gdansk,Pogon Szczecin,1,3,A,2.33,3.29,3.43,2.45,3.4,3.55,2.29,3.17,3.18
Poland,Ekstraklasa,2017/2018,13/12/2017,17:00,Zaglebie,Lech Poznan,0,0,D,3.29,3.29,2.4,3.29,3.3,2.6,3.07,3.13,2.37
Poland,Ekstraklasa,2017/2018,13/12/2017,19:30,Cracovia,Wisla,1,4,A,2.69,3.38,2.8,2.71,3.42,2.88,2.55,3.24,2.72
Poland,Ekstraklasa,2017/2018,13/12/2017,19:30,Wisla Plock,Sandecja Nowy S.,2,2,D,1.66,3.95,5.94,1.72,3.95,6,1.63,3.76,5.34
Poland,Ekstraklasa,2017/2018,15/12/2017,17:00,Korona Kielce,Piast Gliwice,1,1,D,1.78,3.95,4.77,1.85,4.02,4.77,1.75,3.74,4.39
Poland,Ekstraklasa,2017/2018,15/12/2017,19:30,Slask Wroclaw,Jagiellonia,1,0,H,3.35,3.5,2.3,3.35,3.51,2.48,3.09,3.3,2.27
Poland,Ekstraklasa,2017/2018,16/12/2017,14:30,Pogon Szczecin,Arka Gdynia,1,0,H,2.25,3.35,3.55,2.25,3.45,4.32,2.01,3.3,3.73
Poland,Ekstraklasa,2017/2018,16/12/2017,17:00,Sandecja Nowy S.,Lechia Gdansk,2,2,D,3.45,3.33,2.3,3.7,3.34,2.32,3.29,3.19,2.21
Poland,Ekstraklasa,2017/2018,16/12/2017,19:30,Legia,Wisla Plock,0,2,A,1.81,3.89,4.68,1.81,3.89,5.56,1.72,3.69,4.62
Poland,Ekstraklasa,2017/2018,17/12/2017,14:30,Lech Poznan,Termalica B-B.,3,1,H,1.48,4.46,8.15,1.53,4.5,8.5,1.47,4.17,6.86
Poland,Ekstraklasa,2017/2018,17/12/2017,17:00,Wisla,Zaglebie,1,2,A,2.44,3.42,3.1,2.52,3.42,3.25,2.41,3.25,2.9
Poland,Ekstraklasa,2017/2018,18/12/2017,17:00,Gornik Z.,Cracovia,0,4,A,1.61,4.28,5.88,1.68,4.32,5.88,1.58,4.05,5.26
Poland,Ekstraklasa,2017/2018,09/02/2018,17:00,Wisla Plock,Gornik Z.,4,2,H,1.97,3.73,3.93,2.1,3.8,3.96,1.94,3.56,3.65
Poland,Ekstraklasa,2017/2018,09/02/2018,19:30,Zaglebie,Legia,2,3,A,3.63,3.38,2.18,3.66,3.4,2.4,3.35,3.25,2.16
Poland,Ekstraklasa,2017/2018,10/02/2018,14:30,Pogon Szczecin,Sandecja Nowy S.,4,1,H,1.46,4.31,8.98,1.52,4.5,9.6,1.43,4.16,7.67
Poland,Ekstraklasa,2017/2018,10/02/2018,17:00,Cracovia,Slask Wroclaw,2,1,H,2.41,3.46,3.06,2.55,3.46,3.85,2.35,3.22,3
Poland,Ekstraklasa,2017/2018,10/02/2018,19:30,Lechia Gdansk,Wisla,1,1,D,2.09,3.34,3.95,2.13,3.4,4.12,2.04,3.21,3.71
Poland,Ekstraklasa,2017/2018,11/02/2018,14:30,Termalica B-B.,Korona Kielce,0,3,A,2.76,3.36,2.7,2.77,3.4,2.75,2.62,3.27,2.6
Poland,Ekstraklasa,2017/2018,11/02/2018,17:00,Arka Gdynia,Lech Poznan,0,0,D,4.04,3.13,2.16,4.09,3.25,2.19,3.72,3.07,2.1
Poland,Ekstraklasa,2017/2018,12/02/2018,17:00,Piast Gliwice,Jagiellonia,0,2,A,3.1,3.16,2.56,3.13,3.3,2.65,2.94,3.08,2.45
Poland,Ekstraklasa,2017/2018,16/02/2018,17:00,Sandecja Nowy S.,Korona Kielce,3,3,D,3.93,3.63,2,4,3.68,2.17,3.68,3.43,1.97
Poland,Ekstraklasa,2017/2018,16/02/2018,19:30,Legia,Slask Wroclaw,4,1,H,1.32,5.33,11.44,1.47,5.34,11.44,1.33,4.9,9.16
Poland,Ekstraklasa,2017/2018,17/02/2018,14:30,Wisla Plock,Zaglebie,2,0,H,2.12,3.51,3.67,2.14,3.51,3.79,2.06,3.32,3.47
Poland,Ekstraklasa,2017/2018,17/02/2018,17:00,Jagiellonia,Cracovia,1,0,H,1.66,3.86,5.8,1.75,3.88,5.8,1.65,3.68,5.16
Poland,Ekstraklasa,2017/2018,17/02/2018,19:30,Wisla,Arka Gdynia,3,2,H,2.07,3.34,4,2.13,3.4,4.01,2.05,3.24,3.64
Poland,Ekstraklasa,2017/2018,18/02/2018,14:30,Lechia Gdansk,Piast Gliwice,0,2,A,1.68,3.83,5.78,1.76,3.83,5.78,1.67,3.59,5.17
Poland,Ekstraklasa,2017/2018,18/02/2018,17:00,Lech Poznan,Pogon Szczecin,2,0,H,1.81,3.55,5.09,1.83,3.6,5.27,1.76,3.43,4.74
Poland,Ekstraklasa,2017/2018,19/02/2018,17:00,Gornik Z.,Termalica B-B.,3,0,H,1.89,4,3.97,1.89,4.1,4.55,1.81,3.72,4
Poland,Ekstraklasa,2017/2018,23/02/2018,17:00,Zaglebie,Arka Gdynia,0,0,D,2.11,3.43,3.79,2.13,3.46,4.1,2.05,3.31,3.58
Poland,Ekstraklasa,2017/2018,23/02/2018,19:30,Jagiellonia,Lechia Gdansk,4,1,H,1.95,3.47,4.36,2,3.5,4.55,1.91,3.32,4.13
Poland,Ekstraklasa,2017/2018,24/02/2018,14:30,Termalica B-B.,Sandecja Nowy S.,1,0,H,1.93,3.52,4.41,2.01,3.58,4.41,1.9,3.38,4.03
Poland,Ekstraklasa,2017/2018,24/02/2018,17:00,Pogon Szczecin,Wisla Plock,2,1,H,2.12,3.58,3.58,2.14,3.62,3.9,2.04,3.39,3.52
Poland,Ekstraklasa,2017/2018,24/02/2018,19:30,Cracovia,Legia,0,0,D,4.71,3.76,1.81,5,3.78,1.88,4.43,3.51,1.79
Poland,Ekstraklasa,2017/2018,25/02/2018,14:30,Piast Gliwice,Wisla,0,0,D,2.59,3.18,3.04,2.62,3.2,3.12,2.47,3.09,2.92
Poland,Ekstraklasa,2017/2018,25/02/2018,14:30,Slask Wroclaw,Gornik Z.,1,1,D,2.69,3.35,2.78,2.73,3.4,2.9,2.56,3.24,2.7
Poland,Ekstraklasa,2017/2018,25/02/2018,17:00,Korona Kielce,Lech Poznan,1,0,H,3.21,3.24,2.44,3.26,3.25,2.49,3.09,3.09,2.37
Poland,Ekstraklasa,2017/2018,27/02/2018,17:00,Lechia Gdansk,Termalica B-B.,2,2,D,1.85,3.68,4.58,1.93,3.68,4.62,1.84,3.44,4.31
Poland,Ekstraklasa,2017/2018,27/02/2018,17:00,Wisla Plock,Cracovia,0,1,A,2,3.39,4.28,2.04,3.42,4.6,1.94,3.28,4.06
Poland,Ekstraklasa,2017/2018,27/02/2018,19:30,Legia,Jagiellonia,0,2,A,2.02,3.4,4.12,2.15,3.6,4.15,2,3.28,3.84
Poland,Ekstraklasa,2017/2018,27/02/2018,19:30,Sandecja Nowy S.,Zaglebie,0,1,A,3.91,3.2,2.17,3.93,3.3,2.22,3.6,3.18,2.11
Poland,Ekstraklasa,2017/2018,28/02/2018,17:00,Gornik Z.,Pogon Szczecin,0,0,D,2.29,3.39,3.35,2.31,3.4,3.65,2.21,3.26,3.23
Poland,Ekstraklasa,2017/2018,28/02/2018,17:00,Wisla,Korona Kielce,1,1,D,2.88,3.45,2.55,2.92,3.46,2.75,2.77,3.3,2.48
Poland,Ekstraklasa,2017/2018,28/02/2018,19:30,Arka Gdynia,Piast Gliwice,0,0,D,2.44,3.24,3.21,2.5,3.3,3.5,2.32,3.08,3.18
Poland,Ekstraklasa,2017/2018,28/02/2018,19:30,Lech Poznan,Slask Wroclaw,2,1,H,1.44,4.36,9.5,1.5,4.5,9.5,1.41,4.27,8.12
Poland,Ekstraklasa,2017/2018,02/03/2018,17:00,Termalica B-B.,Wisla Plock,1,2,A,2.79,3.19,2.79,2.84,3.23,2.82,2.71,3.07,2.66
Poland,Ekstraklasa,2017/2018,02/03/2018,19:30,Zaglebie,Lechia Gdansk,0,0,D,1.96,3.55,4.19,2.05,3.61,4.2,1.95,3.36,3.9
Poland,Ekstraklasa,2017/2018,03/03/2018,14:30,Slask Wroclaw,Sandecja Nowy S.,0,0,D,1.83,3.67,4.72,1.88,3.68,4.72,1.83,3.47,4.29
Poland,Ekstraklasa,2017/2018,03/03/2018,17:00,Korona Kielce,Pogon Szczecin,0,0,D,2.48,3.53,2.91,2.65,3.53,3.35,2.48,3.23,2.82
Poland,Ekstraklasa,2017/2018,03/03/2018,19:30,Piast Gliwice,Gornik Z.,0,3,A,2.54,3.21,3.08,2.59,3.3,3.13,2.44,3.16,2.9
Poland,Ekstraklasa,2017/2018,04/03/2018,14:30,Cracovia,Arka Gdynia,2,1,H,2.46,3.12,3.3,2.5,3.25,3.36,2.36,3.04,3.16
Poland,Ekstraklasa,2017/2018,04/03/2018,17:00,Legia,Lech Poznan,2,1,H,2.69,3.02,3.06,2.7,3.2,3.5,2.51,2.99,2.97
Poland,Ekstraklasa,2017/2018,05/03/2018,17:00,Jagiellonia,Wisla,2,0,H,1.61,4.2,5.8,1.65,4.2,5.85,1.6,3.92,5.33
Poland,Ekstraklasa,2017/2018,09/03/2018,17:00,Gornik Z.,Zaglebie,2,2,D,2.35,3.42,3.21,2.41,3.42,3.3,2.3,3.23,3.09
Poland,Ekstraklasa,2017/2018,09/03/2018,19:30,Wisla,Slask Wroclaw,3,1,H,1.75,3.75,5.23,1.82,3.82,5.5,1.72,3.6,4.78
Poland,Ekstraklasa,2017/2018,10/03/2018,14:30,Sandecja Nowy S.,Piast Gliwice,0,3,A,3.75,3.39,2.13,3.79,3.42,2.21,3.48,3.24,2.13
Poland,Ekstraklasa,2017/2018,10/03/2018,17:00,Pogon Szczecin,Cracovia,0,3,A,1.78,3.75,5.02,1.84,3.8,5.25,1.74,3.53,4.72
Poland,Ekstraklasa,2017/2018,10/03/2018,19:30,Wisla Plock,Korona Kielce,2,0,H,2.23,3.42,3.44,2.3,3.45,3.48,2.2,3.29,3.24
Poland,Ekstraklasa,2017/2018,11/03/2018,14:30,Lech Poznan,Jagiellonia,5,1,H,2.06,3.34,4.1,2.16,3.34,4.1,2.03,3.21,3.78
Poland,Ekstraklasa,2017/2018,11/03/2018,17:00,Lechia Gdansk,Legia,1,3,A,3.02,3.35,2.5,3.09,3.38,2.52,2.92,3.2,2.41
Poland,Ekstraklasa,2017/2018,12/03/2018,17:00,Arka Gdynia,Termalica B-B.,4,0,H,2.04,3.33,4.17,2.09,3.37,4.2,2,3.25,3.85
Poland,Ekstraklasa,2017/2018,16/03/2018,17:00,Piast Gliwice,Zaglebie,0,0,D,2.45,3.01,3.46,2.45,3.2,3.49,2.34,3,3.26
Poland,Ekstraklasa,2017/2018,16/03/2018,19:30,Lech Poznan,Lechia Gdansk,3,0,H,1.53,4.2,7.31,1.56,4.2,7.31,1.52,3.91,6.44
Poland,Ekstraklasa,2017/2018,17/03/2018,14:30,Termalica B-B.,Pogon Szczecin,2,4,A,3.32,3.18,2.41,3.34,3.25,2.45,3.14,3.13,2.32
Poland,Ekstraklasa,2017/2018,17/03/2018,17:00,Jagiellonia,Arka Gdynia,3,2,H,1.6,4.02,6.52,1.67,4.1,6.6,1.6,3.75,5.65
Poland,Ekstraklasa,2017/2018,17/03/2018,19:30,Korona Kielce,Gornik Z.,2,2,D,1.91,3.59,4.4,1.96,3.64,4.45,1.88,3.49,3.99
Poland,Ekstraklasa,2017/2018,18/03/2018,14:30,Cracovia,Sandecja Nowy S.,2,1,H,1.56,4.05,7.16,1.6,4.1,7.16,1.54,3.81,6.32
Poland,Ekstraklasa,2017/2018,18/03/2018,14:30,Slask Wroclaw,Wisla Plock,1,1,D,2.81,3.26,2.72,2.86,3.3,2.9,2.68,3.17,2.62
Poland,Ekstraklasa,2017/2018,18/03/2018,17:00,Legia,Wisla,0,2,A,1.82,3.78,4.34,1.85,3.92,4.75,1.79,3.66,4.21
Poland,Ekstraklasa,2017/2018,31/03/2018,14:30,Gornik Z.,Sandecja Nowy S.,2,2,D,1.63,4.03,5.98,1.75,4.1,5.98,1.61,3.9,5.37
Poland,Ekstraklasa,2017/2018,31/03/2018,14:30,Termalica B-B.,Cracovia,2,0,H,2.86,3.26,2.68,2.95,3.34,2.71,2.78,3.2,2.53
Poland,Ekstraklasa,2017/2018,31/03/2018,17:00,Korona Kielce,Lechia Gdansk,1,0,H,2,3.43,4.22,2.1,3.55,4.22,2,3.32,3.79
Poland,Ekstraklasa,2017/2018,31/03/2018,19:30,Arka Gdynia,Legia,1,0,H,3.6,3.5,2.15,3.7,3.5,2.31,3.31,3.23,2.19
Poland,Ekstraklasa,2017/2018,02/04/2018,14:30,Wisla Plock,Piast Gliwice,1,0,H,2.16,3.25,3.85,2.19,3.3,3.85,2.12,3.17,3.56
Poland,Ekstraklasa,2017/2018,02/04/2018,14:30,Zaglebie,Jagiellonia,1,0,H,2.8,3.24,2.74,2.87,3.34,2.74,2.73,3.14,2.6
Poland,Ekstraklasa,2017/2018,02/04/2018,17:00,Pogon Szczecin,Slask Wroclaw,3,2,H,1.77,3.66,5.25,1.87,3.68,5.25,1.75,3.52,4.75
Poland,Ekstraklasa,2017/2018,02/04/2018,17:00,Wisla,Lech Poznan,1,3,A,2.99,3.22,2.59,2.99,3.24,2.7,2.84,3.08,2.55
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Cracovia,Zaglebie,2,2,D,2.9,2.88,2.87,2.87,3.1,3.1,2.62,2.88,2.93
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Jagiellonia,Wisla Plock,1,3,A,1.69,3.89,5.56,1.72,4.04,6,1.65,3.73,5.21
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Lech Poznan,Gornik Z.,3,1,H,1.41,4.89,8.49,1.43,4.89,9.5,1.38,4.59,7.87
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Lechia Gdansk,Arka Gdynia,4,2,H,2.09,3.61,3.7,2.25,3.64,3.7,2.11,3.32,3.45
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Legia,Pogon Szczecin,3,0,H,1.85,3.72,4.49,1.9,3.8,4.9,1.81,3.61,4.25
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Piast Gliwice,Termalica B-B.,1,1,D,1.96,3.39,4.44,1.96,3.5,4.65,1.9,3.35,4.12
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Sandecja Nowy S.,Wisla,0,0,D,3.83,3.59,2.04,3.88,3.6,2.1,3.61,3.45,2
Poland,Ekstraklasa,2017/2018,07/04/2018,17:00,Slask Wroclaw,Korona Kielce,1,1,D,2.38,3.51,3.08,2.38,3.55,3.39,2.25,3.31,3.11
Poland,Ekstraklasa,2017/2018,13/04/2018,17:00,Arka Gdynia,Lechia Gdansk,1,2,A,2.57,3.26,2.99,2.63,3.28,3.07,2.49,3.09,2.91
Poland,Ekstraklasa,2017/2018,13/04/2018,19:30,Lech Poznan,Korona Kielce,0,1,A,1.49,4.42,7.46,1.5,4.5,8.5,1.45,4.25,7.09
Poland,Ekstraklasa,2017/2018,14/04/2018,14:30,Cracovia,Piast Gliwice,2,1,H,2.47,3.26,3.13,2.51,3.3,3.21,2.39,3.15,3.02
Poland,Ekstraklasa,2017/2018,14/04/2018,17:00,Jagiellonia,Gornik Z.,1,2,A,1.64,4.22,5.43,1.7,4.22,5.64,1.61,3.98,5.05
Poland,Ekstraklasa,2017/2018,14/04/2018,19:30,Legia,Zaglebie,0,1,A,1.56,4.19,6.73,1.56,4.2,7.12,1.52,3.98,6.23
Poland,Ekstraklasa,2017/2018,15/04/2018,14:30,Pogon Szczecin,Termalica B-B.,2,0,H,1.77,3.75,5.04,1.77,3.82,5.35,1.69,3.67,4.9
Poland,Ekstraklasa,2017/2018,15/04/2018,17:00,Slask Wroclaw,Sandecja Nowy S.,1,0,H,1.94,3.62,4.19,1.97,3.64,4.41,1.88,3.48,4
Poland,Ekstraklasa,2017/2018,16/04/2018,17:00,Wisla Plock,Wisla,2,2,D,2.06,3.5,3.87,2.15,3.52,3.9,2.03,3.31,3.62
Poland,Ekstraklasa,2017/2018,20/04/2018,17:00,Termalica B-B.,Slask Wroclaw,1,2,A,1.92,3.7,4.13,1.93,3.75,4.2,1.88,3.52,3.97
Poland,Ekstraklasa,2017/2018,20/04/2018,19:30,Zaglebie,Lech Poznan,0,1,A,4.24,3.46,1.98,4.33,3.48,2.02,3.96,3.31,1.95
Poland,Ekstraklasa,2017/2018,21/04/2018,14:30,Piast Gliwice,Pogon Szczecin,0,0,D,2.6,3.26,2.95,2.65,3.29,2.95,2.5,3.16,2.83
Poland,Ekstraklasa,2017/2018,21/04/2018,17:00,Gornik Z.,Wisla Plock,0,1,A,2.86,3.46,2.56,2.91,3.46,2.88,2.73,3.27,2.53
Poland,Ekstraklasa,2017/2018,21/04/2018,19:30,Korona Kielce,Jagiellonia,0,3,A,2.91,3.37,2.57,3,3.37,2.64,2.83,3.18,2.5
Poland,Ekstraklasa,2017/2018,22/04/2018,14:30,Sandecja Nowy S.,Arka Gdynia,3,1,H,2.32,3.3,3.39,2.35,3.32,3.5,2.25,3.15,3.28
Poland,Ekstraklasa,2017/2018,22/04/2018,17:00,Wisla,Legia,0,1,A,3.2,3.43,2.34,3.24,3.43,2.4,3.05,3.24,2.31
Poland,Ekstraklasa,2017/2018,23/04/2018,17:00,Lechia Gdansk,Cracovia,0,0,D,2.04,3.49,3.94,2.09,3.49,4.1,2.02,3.29,3.71
Poland,Ekstraklasa,2017/2018,27/04/2018,17:00,Arka Gdynia,Piast Gliwice,1,5,A,2.98,3.19,2.62,3,3.3,2.7,2.82,3.12,2.54
Poland,Ekstraklasa,2017/2018,27/04/2018,19:30,Legia,Korona Kielce,3,1,H,1.64,4.01,5.89,1.64,4.2,7,1.56,3.93,5.77
Poland,Ekstraklasa,2017/2018,28/04/2018,14:30,Wisla Plock,Zaglebie,1,2,A,2.18,3.45,3.54,2.22,3.49,4,2.06,3.32,3.57
Poland,Ekstraklasa,2017/2018,28/04/2018,17:00,Pogon Szczecin,Sandecja Nowy S.,2,0,H,1.45,4.56,8.21,1.49,4.56,8.21,1.44,4.26,7.11
Poland,Ekstraklasa,2017/2018,28/04/2018,19:30,Lech Poznan,Gornik Z.,2,4,A,1.53,4.2,7.35,1.53,4.6,7.6,1.49,4.08,6.6
Poland,Ekstraklasa,2017/2018,29/04/2018,14:30,Cracovia,Termalica B-B.,4,2,H,2.09,3.33,3.96,2.13,3.5,3.96,2.05,3.27,3.63
Poland,Ekstraklasa,2017/2018,29/04/2018,17:00,Jagiellonia,Wisla,0,1,A,1.59,4.1,6.4,1.65,4.1,6.4,1.58,3.87,5.76
Poland,Ekstraklasa,2017/2018,30/04/2018,17:00,Slask Wroclaw,Lechia Gdansk,3,1,H,2.87,3.01,2.78,2.92,3.3,2.9,2.72,3.06,2.68
Poland,Ekstraklasa,2017/2018,04/05/2018,17:00,Cracovia,Slask Wroclaw,3,3,D,2.07,3.61,3.68,2.1,3.7,3.82,2.03,3.44,3.52
Poland,Ekstraklasa,2017/2018,04/05/2018,19:30,Lechia Gdansk,Termalica B-B.,0,1,A,1.71,4.1,4.86,1.83,4.1,5,1.7,3.86,4.54
Poland,Ekstraklasa,2017/2018,05/05/2018,14:30,Sandecja Nowy S.,Piast Gliwice,2,1,H,3.53,3.32,2.23,3.6,3.34,2.29,3.37,3.2,2.18
Poland,Ekstraklasa,2017/2018,05/05/2018,17:00,Pogon Szczecin,Arka Gdynia,3,2,H,1.64,3.84,6.15,1.64,4.05,6.5,1.57,3.87,5.76
Poland,Ekstraklasa,2017/2018,05/05/2018,19:30,Wisla Plock,Lech Poznan,0,0,D,3.44,3.27,2.29,3.45,3.39,2.35,3.25,3.22,2.22
Poland,Ekstraklasa,2017/2018,06/05/2018,14:30,Korona Kielce,Wisla,0,3,A,2.19,3.57,3.36,2.23,3.58,3.6,2.13,3.38,3.3
Poland,Ekstraklasa,2017/2018,06/05/2018,14:30,Zaglebie,Gornik Z.,0,2,A,2.05,3.68,3.69,2.13,3.68,3.89,2.04,3.45,3.49
Poland,Ekstraklasa,2017/2018,06/05/2018,17:00,Jagiellonia,Legia,0,0,D,2.58,3.34,2.9,2.6,3.42,3.01,2.45,3.25,2.81
Poland,Ekstraklasa,2017/2018,08/05/2018,17:00,Piast Gliwice,Lechia Gdansk,0,2,A,2.28,3.24,3.46,2.35,3.3,3.48,2.23,3.15,3.31
Poland,Ekstraklasa,2017/2018,08/05/2018,17:00,Termalica B-B.,Sandecja Nowy S.,1,1,D,2.28,3.45,3.28,2.29,3.6,3.45,2.19,3.32,3.2
Poland,Ekstraklasa,2017/2018,08/05/2018,19:30,Arka Gdynia,Cracovia,2,0,H,2.7,3.41,2.71,2.77,3.41,2.76,2.66,3.27,2.59
Poland,Ekstraklasa,2017/2018,08/05/2018,19:30,Slask Wroclaw,Pogon Szczecin,2,0,H,2.77,3.75,2.47,2.93,3.8,2.65,2.75,3.48,2.4
Poland,Ekstraklasa,2017/2018,09/05/2018,17:00,Gornik Z.,Korona Kielce,2,2,D,1.92,3.76,4.06,2.08,3.96,4.33,1.88,3.66,3.84
Poland,Ekstraklasa,2017/2018,09/05/2018,17:00,Legia,Wisla Plock,3,2,H,1.79,3.55,5.22,1.83,3.83,5.42,1.72,3.56,4.89
Poland,Ekstraklasa,2017/2018,09/05/2018,19:30,Lech Poznan,Jagiellonia,0,2,A,1.91,3.56,4.41,1.94,3.6,4.6,1.88,3.43,4.13
Poland,Ekstraklasa,2017/2018,09/05/2018,19:30,Wisla,Zaglebie,3,0,H,2.07,3.45,3.82,2.1,3.6,3.9,2,3.42,3.63
Poland,Ekstraklasa,2017/2018,12/05/2018,14:30,Pogon Szczecin,Lechia Gdansk,1,1,D,2.31,3.61,3.11,2.45,3.61,3.2,2.25,3.37,3.04
Poland,Ekstraklasa,2017/2018,12/05/2018,14:30,Sandecja Nowy S.,Cracovia,0,1,A,2.63,3.09,3.04,2.63,3.3,3.1,2.49,3.09,2.93
Poland,Ekstraklasa,2017/2018,12/05/2018,14:30,Slask Wroclaw,Piast Gliwice,3,1,H,2.81,3.5,2.56,2.84,3.5,2.63,2.74,3.28,2.52
